agent,turn,us,regroup,tiles,melded,meld_attempts,extend_calls,failed_applies,had_option
AI_0_0,21,7,0,0,1,11,0,0,0
AI_baseline0_1,22,134,1,0,1,11,1,0,0
AI_0_0,23,133,1,0,1,11,1,0,0
AI_baseline0_1,24,133,1,0,1,11,1,0,0
AI_0_0,25,130,1,0,1,11,1,0,0
AI_baseline0_1,26,139,1,0,1,11,1,0,0
AI_0_0,27,135,1,0,1,11,1,0,0
AI_baseline0_1,28,142,1,0,1,11,1,0,0
AI_0_0,29,192,1,2,1,11,1,0,1
AI_baseline0_1,30,157,1,9,1,11,1,0,1
AI_0_0,31,378,1,12,1,11,1,0,1
AI_baseline0_1,32,307,1,3,1,11,1,0,1
AI_0_0,33,299,1,1,1,11,1,0,1
AI_baseline0_1,34,307,1,1,1,11,1,0,1
AI_0_0,35,233,1,0,1,11,1,0,0
AI_baseline0_1,36,233,1,0,1,11,1,0,0
AI_0_0,37,307,1,1,1,11,1,0,1
AI_baseline0_1,38,251,1,0,1,11,1,0,0
AI_0_0,39,236,1,0,1,11,1,0,0
AI_baseline0_1,40,292,1,0,1,11,1,0,0
AI_0_0,41,329,1,1,1,11,1,0,1
AI_baseline0_1,42,270,1,0,1,11,1,0,0
AI_0_0,43,259,1,0,1,11,1,0,0
AI_baseline0_1,44,440,1,2,1,11,1,0,1
AI_0_0,45,264,1,0,1,11,1,0,0
AI_baseline0_1,46,280,1,0,1,11,1,0,0
AI_0_0,47,360,1,1,1,11,1,0,1
AI_baseline0_1,48,386,1,0,1,11,1,0,0
AI_0_0,49,304,1,0,1,11,1,0,0
AI_baseline0_1,50,332,1,0,1,11,1,0,0
AI_0_0,51,303,1,0,1,11,1,0,0
AI_baseline0_1,52,538,1,2,1,11,1,0,1
AI_0_0,53,327,1,0,1,11,1,0,0
AI_baseline0_1,54,344,1,0,1,11,1,0,0
AI_0_0,55,411,1,1,1,11,1,0,1
AI_baseline0_1,56,358,1,0,1,11,1,0,0
AI_0_0,57,279,1,0,1,11,1,0,0
AI_baseline0_1,58,496,1,2,1,11,1,0,1
AI_0_0,59,381,1,1,1,11,1,0,1
AI_baseline0_1,60,326,1,0,1,11,1,0,0
AI_0_0,61,290,1,0,1,11,1,0,0
AI_baseline0_1,62,331,1,0,1,11,1,0,0
AI_0_0,63,295,1,0,1,11,1,0,0
AI_baseline0_1,64,365,1,0,1,11,1,0,0
AI_0_0,65,304,1,0,1,11,1,0,0
AI_baseline0_1,66,455,1,1,1,11,1,0,1
AI_0_0,67,323,1,0,1,11,1,0,0
AI_baseline0_1,68,346,1,0,1,11,1,0,0
AI_0_0,69,362,1,0,1,11,1,0,0
AI_baseline0_1,70,547,1,2,1,11,1,0,1
AI_0_0,71,440,1,1,1,11,1,0,1
AI_baseline0_1,72,359,1,0,1,11,1,0,0
AI_0_0,73,350,1,0,1,11,1,0,0
AI_baseline0_1,74,645,1,3,1,11,1,0,1
AI_0_0,75,371,1,0,1,11,1,0,0
AI_baseline0_1,76,361,1,0,1,11,1,0,0
AI_0_0,77,383,1,0,1,11,1,0,0
AI_baseline0_1,78,363,1,0,1,11,1,0,0
AI_0_0,79,384,1,0,1,11,1,0,0
AI_baseline0_1,80,371,1,0,1,11,1,0,0
AI_0_0,81,386,1,0,1,11,1,0,0
AI_baseline0_1,82,461,1,1,1,11,1,0,1
AI_0_0,83,499,1,1,1,11,1,0,1
AI_baseline0_1,84,547,1,2,1,11,1,0,1
AI_0_0,85,611,1,2,1,11,1,0,1
AI_baseline0_1,86,352,1,0,1,11,1,0,0
AI_0_0,87,404,1,0,1,11,1,0,0
AI_baseline0_1,88,461,1,1,1,11,1,0,1
AI_0_0,89,522,1,1,1,11,1,0,1
AI_baseline0_1,90,358,1,0,1,11,1,0,0
AI_0_0,91,415,1,0,1,11,1,0,0
AI_baseline0_1,92,367,1,0,1,11,1,0,0
AI_0_0,93,422,1,0,1,11,1,0,0
AI_baseline0_1,94,587,1,2,1,11,1,0,1
AI_0_0,95,544,1,1,1,11,1,0,1
AI_baseline0_1,96,598,1,2,1,11,1,0,1
AI_0_0,97,567,1,1,1,11,1,0,1
AI_baseline0_1,98,367,1,0,1,11,1,0,0
AI_0_0,99,455,1,0,1,11,1,0,0
AI_baseline0_1,100,380,1,0,1,11,1,0,0
AI_0_0,101,473,1,0,1,11,1,0,0
AI_baseline0_1,102,515,1,1,1,11,1,0,1
AI_0_0,103,597,1,1,1,11,1,0,1
AI_baseline0_1,104,383,1,0,1,11,1,0,0
AI_0_0,105,477,1,0,1,11,1,0,0
AI_baseline0_1,106,390,1,0,1,11,1,0,0
AI_0_0,107,483,1,0,1,11,1,0,0
AI_baseline0_1,108,392,1,0,1,11,1,0,0
AI_0_0,109,1069,1,5,1,11,1,0,1
AI_baseline0_1,110,529,1,1,1,11,1,0,1
AI_0_0,111,813,1,3,1,11,1,0,1
AI_baseline0_1,112,416,1,0,1,11,1,0,0
AI_0_0,113,435,1,0,1,11,1,0,0
AI_baseline0_1,114,423,1,0,1,11,1,0,0
AI_0_0,1,129,0,0,0,1,0,0,0
AI_baseline0_1,2,134,0,0,0,2,0,0,0
AI_0_0,3,123,0,0,0,3,0,0,0
AI_baseline0_1,4,159,0,0,0,4,0,0,0
AI_0_0,5,132,0,0,0,5,0,0,0
AI_baseline0_1,6,164,0,0,1,6,0,0,0
AI_0_0,7,137,0,0,1,7,0,0,0
AI_baseline0_1,8,112,1,0,1,7,1,0,0
AI_0_0,9,135,0,0,1,8,0,0,0
AI_baseline0_1,10,96,1,0,1,8,1,0,0
AI_0_0,11,142,0,0,1,9,0,0,0
AI_baseline0_1,12,6,0,0,1,9,0,0,0
AI_0_0,13,140,0,0,1,10,0,0,0
AI_baseline0_1,14,7,0,0,1,10,0,0,0
AI_0_0,15,147,0,0,1,11,0,0,0
AI_baseline0_1,16,122,1,1,1,11,1,0,1
AI_0_0,17,148,0,0,1,12,0,0,0
AI_baseline0_1,18,7,0,0,1,12,0,0,0
AI_0_0,19,152,0,0,1,13,0,0,0
AI_baseline0_1,20,7,0,0,1,13,0,0,0
AI_0_0,21,157,0,0,1,14,0,0,0
AI_baseline0_1,22,7,0,0,1,14,0,0,0
AI_0_0,23,143,0,0,1,15,0,0,0
AI_baseline0_1,24,244,1,3,1,15,1,0,1
AI_0_0,25,281,1,7,1,15,1,0,1
AI_baseline0_1,26,232,1,1,1,15,1,0,1
AI_0_0,27,290,1,2,1,15,1,0,1
AI_baseline0_1,28,233,1,1,1,15,1,0,1
AI_0_0,29,246,1,1,1,15,1,0,1
AI_baseline0_1,30,209,1,0,1,15,1,0,0
AI_0_0,31,199,1,0,1,15,1,0,0
AI_baseline0_1,32,188,1,0,1,15,1,0,0
AI_0_0,33,189,1,0,1,15,1,0,0
AI_baseline0_1,34,191,1,0,1,15,1,0,0
AI_0_0,35,192,1,0,1,15,1,0,0
AI_baseline0_1,36,257,1,1,1,15,1,0,1
AI_0_0,37,198,1,0,1,15,1,0,0
AI_baseline0_1,38,193,1,0,1,15,1,0,0
AI_0_0,39,401,1,3,1,15,1,0,1
AI_baseline0_1,40,340,1,2,1,15,1,0,1
AI_0_0,41,270,1,1,1,15,1,0,1
AI_baseline0_1,42,207,1,0,1,15,1,0,0
AI_0_0,43,205,1,0,1,15,1,0,0
AI_baseline0_1,44,214,1,0,1,15,1,0,0
AI_0_0,45,208,1,0,1,15,1,0,0
AI_baseline0_1,46,213,1,0,1,15,1,0,0
AI_0_0,47,211,1,0,1,15,1,0,0
AI_baseline0_1,48,286,1,1,1,15,1,0,1
AI_0_0,49,225,1,0,1,15,1,0,0
AI_baseline0_1,50,221,1,0,1,15,1,0,0
AI_0_0,51,292,1,1,1,15,1,0,1
AI_baseline0_1,52,249,1,0,1,15,1,0,0
AI_0_0,53,236,1,0,1,15,1,0,0
AI_baseline0_1,54,242,1,0,1,15,1,0,0
AI_0_0,55,380,1,2,1,15,1,0,1
AI_baseline0_1,56,251,1,0,1,15,1,0,0
AI_0_0,57,230,1,0,1,15,1,0,0
AI_baseline0_1,58,265,1,0,1,15,1,0,0
AI_0_0,59,235,1,0,1,15,1,0,0
AI_baseline0_1,60,335,1,1,1,15,1,0,1
AI_0_0,61,244,1,0,1,15,1,0,0
AI_baseline0_1,62,260,1,0,1,15,1,0,0
AI_0_0,63,264,1,0,1,15,1,0,0
AI_baseline0_1,64,267,1,0,1,15,1,0,0
AI_0_0,65,571,1,4,1,15,1,0,1
AI_baseline0_1,66,288,1,0,1,15,1,0,0
AI_0_0,67,254,1,0,1,15,1,0,0
AI_baseline0_1,68,376,1,1,1,15,1,0,1
AI_0_0,69,256,1,0,1,15,1,0,0
AI_baseline0_1,70,297,1,0,1,15,1,0,0
AI_0_0,71,263,1,0,1,15,1,0,0
AI_baseline0_1,72,300,1,0,1,15,1,0,0
AI_0_0,73,271,1,0,1,15,1,0,0
AI_baseline0_1,74,303,1,0,1,15,1,0,0
AI_0_0,75,272,1,0,1,15,1,0,0
AI_baseline0_1,76,309,1,0,1,15,1,0,0
AI_0_0,77,286,1,0,1,15,1,0,0
AI_baseline0_1,78,312,1,0,1,15,1,0,0
AI_0_0,79,276,1,0,1,15,1,0,0
AI_baseline0_1,80,304,1,0,1,15,1,0,0
AI_0_0,81,531,1,3,1,15,1,0,1
AI_baseline0_1,82,412,1,1,1,15,1,0,1
AI_0_0,83,361,1,1,1,15,1,0,1
AI_baseline0_1,84,323,1,0,1,15,1,0,0
AI_0_0,85,275,1,0,1,15,1,0,0
AI_baseline0_1,86,332,1,0,1,15,1,0,0
AI_0_0,87,280,1,0,1,15,1,0,0
AI_baseline0_1,88,334,1,0,1,15,1,0,0
AI_0_0,89,295,1,0,1,15,1,0,0
AI_baseline0_1,90,350,1,0,1,15,1,0,0
AI_0_0,91,298,1,0,1,15,1,0,0
AI_baseline0_1,92,355,1,0,1,15,1,0,0
AI_0_0,93,474,1,2,1,15,1,0,1
AI_baseline0_1,94,370,1,0,1,15,1,0,0
AI_0_0,95,293,1,0,1,15,1,0,0
AI_baseline0_1,96,481,1,1,1,15,1,0,1
AI_0_0,97,393,1,1,1,15,1,0,1
AI_baseline0_1,98,471,1,1,1,15,1,0,1
AI_0_0,99,307,1,0,1,15,1,0,0
AI_baseline0_1,100,369,1,0,1,15,1,0,0
AI_0_0,101,408,1,1,1,15,1,0,1
AI_baseline0_1,102,522,1,1,1,15,1,0,1
AI_0_0,103,418,1,1,1,15,1,0,1
AI_baseline0_1,104,399,1,0,1,15,1,0,0
AI_0_0,105,312,1,0,1,15,1,0,0
AI_baseline0_1,106,415,1,0,1,15,1,0,0
AI_0_0,107,541,1,2,1,15,1,0,1
AI_baseline0_1,108,462,1,0,1,15,1,0,0
AI_0_0,109,343,1,0,1,15,1,0,0
AI_0_0,1,91,0,0,1,1,0,0,0
AI_baseline0_1,2,103,0,0,1,2,0,0,0
AI_0_0,3,84,1,0,1,2,1,0,0
AI_baseline0_1,4,107,0,0,1,3,0,0,0
AI_0_0,5,7,0,0,1,3,0,0,0
AI_baseline0_1,6,109,0,0,1,4,0,0,0
AI_0_0,7,7,0,0,1,4,0,0,0
AI_baseline0_1,8,119,0,0,1,5,0,0,0
AI_0_0,9,6,0,0,1,5,0,0,0
AI_baseline0_1,10,121,0,0,1,6,0,0,0
AI_0_0,11,88,1,3,1,6,1,0,1
AI_baseline0_1,12,125,0,0,1,7,0,0,0
AI_0_0,13,7,0,0,1,7,0,0,0
AI_baseline0_1,14,153,0,0,1,8,0,0,0
AI_0_0,15,12,0,0,1,8,0,0,0
AI_baseline0_1,16,151,0,0,1,9,0,0,0
AI_0_0,17,110,1,0,1,9,1,0,0
AI_baseline0_1,18,153,0,0,1,10,0,0,0
AI_0_0,19,106,1,0,1,10,1,0,0
AI_baseline0_1,20,152,0,0,1,11,0,0,0
AI_0_0,21,158,1,2,1,11,1,0,1
AI_baseline0_1,22,155,0,0,1,12,0,0,0
AI_0_0,23,107,1,0,1,12,1,0,0
AI_baseline0_1,24,161,0,0,1,13,0,0,0
AI_0_0,25,111,1,0,1,13,1,0,0
AI_baseline0_1,26,148,0,0,1,14,0,0,0
AI_0_0,27,211,1,2,1,14,1,0,1
AI_baseline0_1,28,385,1,5,1,14,1,0,1
AI_0_0,29,158,1,0,1,14,1,0,0
AI_baseline0_1,30,206,1,0,1,14,1,0,0
AI_0_0,31,220,1,1,1,14,1,0,1
AI_baseline0_1,32,176,1,0,1,14,1,0,0
AI_0_0,33,172,1,0,1,14,1,0,0
AI_baseline0_1,34,176,1,0,1,14,1,0,0
AI_0_0,35,223,1,1,1,14,1,0,1
AI_baseline0_1,36,228,1,1,1,14,1,0,1
AI_0_0,37,233,1,1,1,14,1,0,1
AI_baseline0_1,38,235,1,1,1,14,1,0,1
AI_0_0,39,182,1,0,1,14,1,0,0
AI_baseline0_1,40,189,1,0,1,14,1,0,0
AI_0_0,41,235,1,1,1,14,1,0,1
AI_baseline0_1,42,195,1,0,1,14,1,0,0
AI_0_0,43,185,1,0,1,14,1,0,0
AI_baseline0_1,44,208,1,0,1,14,1,0,0
AI_0_0,45,188,1,0,1,14,1,0,0
AI_baseline0_1,46,201,1,0,1,14,1,0,0
AI_0_0,47,202,1,0,1,14,1,0,0
AI_baseline0_1,48,205,1,0,1,14,1,0,0
AI_0_0,49,207,1,0,1,14,1,0,0
AI_baseline0_1,50,214,1,0,1,14,1,0,0
AI_0_0,51,209,1,0,1,14,1,0,0
AI_baseline0_1,52,218,1,4,1,14,1,0,1
AI_0_0,53,309,1,4,1,14,1,0,1
AI_baseline0_1,54,333,1,1,1,14,1,0,1
AI_0_0,55,678,1,6,1,14,1,0,1
AI_baseline0_1,56,447,1,2,1,14,1,0,1
AI_0_0,57,229,1,0,1,14,1,0,0
AI_baseline0_1,58,280,1,0,1,14,1,0,0
AI_0_0,59,239,1,0,1,14,1,0,0
AI_baseline0_1,60,462,1,2,1,14,1,0,1
AI_0_0,61,405,1,2,1,14,1,0,1
AI_baseline0_1,62,482,1,2,1,14,1,0,1
AI_0_0,63,336,1,1,1,14,1,0,1
AI_baseline0_1,64,488,1,2,1,14,1,0,1
AI_0_0,65,258,1,0,1,14,1,0,0
AI_baseline0_1,66,306,1,0,1,14,1,0,0
AI_0_0,67,266,1,0,1,14,1,0,0
AI_baseline0_1,68,309,1,0,1,14,1,0,0
AI_0_0,69,279,1,0,1,14,1,0,0
AI_baseline0_1,70,314,1,0,1,14,1,0,0
AI_0_0,71,286,1,0,1,14,1,0,0
AI_baseline0_1,72,501,1,2,1,14,1,0,1
AI_0_0,73,389,1,1,1,14,1,0,1
AI_baseline0_1,74,409,1,1,1,14,1,0,1
AI_0_0,75,303,1,0,1,14,1,0,0
AI_baseline0_1,76,318,1,0,1,14,1,0,0
AI_0_0,77,323,1,0,1,14,1,0,0
AI_baseline0_1,78,516,1,2,1,14,1,0,1
AI_0_0,79,325,1,0,1,14,1,0,0
AI_baseline0_1,80,315,1,0,1,14,1,0,0
AI_0_0,81,329,1,0,1,14,1,0,0
AI_baseline0_1,82,321,1,0,1,14,1,0,0
AI_0_0,83,334,1,0,1,14,1,0,0
AI_baseline0_1,84,424,1,1,1,14,1,0,1
AI_0_0,85,341,1,0,1,14,1,0,0
AI_baseline0_1,86,320,1,0,1,14,1,0,0
AI_0_0,87,443,1,1,1,14,1,0,1
AI_baseline0_1,88,330,1,0,1,14,1,0,0
AI_0_0,89,346,1,0,1,14,1,0,0
AI_baseline0_1,90,339,1,0,1,14,1,0,0
AI_0_0,91,460,1,1,1,14,1,0,1
AI_baseline0_1,92,768,1,4,1,14,1,0,1
AI_0_0,93,693,1,3,1,14,1,0,1
AI_baseline0_1,94,354,1,0,1,14,1,0,0
AI_0_0,95,362,1,0,1,14,1,0,0
AI_baseline0_1,96,464,1,1,1,14,1,0,1
AI_0_0,97,483,1,1,1,14,1,0,1
AI_baseline0_1,98,587,1,2,1,14,1,0,1
AI_0_0,99,371,1,0,1,14,1,0,0
AI_baseline0_1,100,352,1,0,1,14,1,0,0
AI_0_0,101,492,1,1,1,14,1,0,1
AI_baseline0_1,102,477,1,1,1,14,1,0,1
AI_0_0,103,378,1,0,1,14,1,0,0
AI_baseline0_1,104,359,1,0,1,14,1,0,0
AI_0_0,105,394,1,0,1,14,1,0,0
AI_baseline0_1,106,366,1,0,1,14,1,0,0
AI_0_0,107,516,1,1,1,14,1,0,1
AI_baseline0_1,108,606,1,2,1,14,1,0,1
AI_0_0,109,525,1,1,1,14,1,0,1
AI_baseline0_1,110,501,1,1,1,14,1,0,1
AI_0_0,111,406,1,0,1,14,1,0,0
AI_baseline0_1,112,365,1,0,1,14,1,0,0
AI_0_0,113,673,1,2,1,14,1,0,1
AI_baseline0_1,114,541,1,1,1,14,1,0,1
AI_0_0,115,1251,1,6,1,14,1,0,1
AI_baseline0_1,116,597,1,1,1,14,1,0,1
AI_0_0,117,580,1,1,1,14,1,0,1
AI_baseline0_1,118,593,1,1,1,14,1,0,1
AI_0_0,119,446,1,0,1,14,1,0,0
AI_baseline0_1,120,450,1,0,1,14,1,0,0
AI_0_0,121,447,1,0,1,14,1,0,0
AI_baseline0_1,122,461,1,0,1,14,1,0,0
AI_0_0,123,521,1,6,1,14,1,0,1
AI_0_0,1,98,0,0,1,1,0,0,0
AI_baseline0_1,2,118,0,0,1,2,0,0,0
AI_0_0,3,87,1,0,1,2,1,0,0
AI_baseline0_1,4,121,0,0,1,3,0,0,0
AI_0_0,5,83,1,0,1,3,1,0,0
AI_baseline0_1,6,126,0,0,1,4,0,0,0
AI_0_0,7,84,1,0,1,4,1,0,0
AI_baseline0_1,8,127,0,0,1,5,0,0,0
AI_0_0,9,6,0,0,1,5,0,0,0
AI_baseline0_1,10,7,0,0,1,5,0,0,0
AI_0_0,11,6,0,0,1,5,0,0,0
AI_baseline0_1,12,7,0,0,1,5,0,0,0
AI_0_0,13,6,0,0,1,5,0,0,0
AI_baseline0_1,14,121,1,0,1,5,1,0,0
AI_0_0,15,174,1,4,1,5,1,0,1
AI_baseline0_1,16,143,1,0,1,5,1,0,0
AI_0_0,17,138,1,0,1,5,1,0,0
AI_baseline0_1,18,148,1,3,1,5,1,0,1
AI_0_0,19,166,1,3,1,5,1,0,1
AI_baseline0_1,20,222,1,1,1,5,1,0,1
AI_0_0,21,171,1,0,1,5,1,0,0
AI_baseline0_1,22,169,1,0,1,5,1,0,0
AI_0_0,23,173,1,2,1,5,1,0,1
AI_baseline0_1,24,207,1,0,1,5,1,0,0
AI_0_0,25,183,1,0,1,5,1,0,0
AI_baseline0_1,26,191,1,0,1,5,1,0,0
AI_0_0,27,186,1,3,1,5,1,0,1
AI_baseline0_1,28,215,1,0,1,5,1,0,0
AI_0_0,29,185,1,0,1,5,1,0,0
AI_baseline0_1,30,212,1,0,1,5,1,0,0
AI_0_0,31,188,1,0,1,5,1,0,0
AI_baseline0_1,32,273,1,1,1,5,1,0,1
AI_0_0,33,196,1,0,1,5,1,0,0
AI_baseline0_1,34,221,1,0,1,5,1,0,0
AI_0_0,35,197,1,0,1,5,1,0,0
AI_baseline0_1,36,214,1,0,1,5,1,0,0
AI_0_0,37,204,1,3,1,5,1,0,1
AI_baseline0_1,38,469,1,3,1,5,1,0,1
AI_0_0,39,390,1,2,1,5,1,0,1
AI_baseline0_1,40,249,1,0,1,5,1,0,0
AI_0_0,41,232,1,0,1,5,1,0,0
AI_baseline0_1,42,261,1,3,1,5,1,0,1
AI_0_0,43,257,1,0,1,5,1,0,0
AI_baseline0_1,44,268,1,0,1,5,1,0,0
AI_0_0,45,339,1,1,1,5,1,0,1
AI_baseline0_1,46,272,1,0,1,5,1,0,0
AI_0_0,47,258,1,0,1,5,1,0,0
AI_baseline0_1,48,278,1,0,1,5,1,0,0
AI_0_0,49,264,1,0,1,5,1,0,0
AI_baseline0_1,50,283,1,0,1,5,1,0,0
AI_0_0,51,351,1,1,1,5,1,0,1
AI_baseline0_1,52,402,1,4,1,5,1,0,1
AI_0_0,53,296,1,0,1,5,1,0,0
AI_baseline0_1,54,302,1,0,1,5,1,0,0
AI_0_0,55,393,1,1,1,5,1,0,1
AI_baseline0_1,56,312,1,0,1,5,1,0,0
AI_0_0,57,299,1,0,1,5,1,0,0
AI_baseline0_1,58,323,1,0,1,5,1,0,0
AI_0_0,59,401,1,1,1,5,1,0,1
AI_baseline0_1,60,328,1,0,1,5,1,0,0
AI_0_0,61,302,1,0,1,5,1,0,0
AI_baseline0_1,62,427,1,1,1,5,1,0,1
AI_0_0,63,406,1,1,1,5,1,0,1
AI_baseline0_1,64,543,1,2,1,5,1,0,1
AI_0_0,65,321,1,0,1,5,1,0,0
AI_baseline0_1,66,335,1,0,1,5,1,0,0
AI_0_0,67,453,1,1,1,5,1,0,1
AI_baseline0_1,68,353,1,3,1,5,1,0,1
AI_0_0,69,348,1,0,1,5,1,0,0
AI_baseline0_1,70,357,1,0,1,5,1,0,0
AI_0_0,71,464,1,1,1,5,1,0,1
AI_baseline0_1,72,362,1,0,1,5,1,0,0
AI_0_0,73,367,1,0,1,5,1,0,0
AI_baseline0_1,74,468,1,1,1,5,1,0,1
AI_0_0,75,465,1,1,1,5,1,0,1
AI_baseline0_1,76,589,1,2,1,5,1,0,1
AI_0_0,77,488,1,1,1,5,1,0,1
AI_baseline0_1,78,376,1,0,1,5,1,0,0
AI_0_0,79,377,1,0,1,5,1,0,0
AI_baseline0_1,80,389,1,0,1,5,1,0,0
AI_0_0,81,487,1,1,1,5,1,0,1
AI_baseline0_1,82,396,1,0,1,5,1,0,0
AI_0_0,83,377,1,0,1,5,1,0,0
AI_baseline0_1,84,398,1,0,1,5,1,0,0
AI_0_0,85,389,1,3,1,5,1,0,1
AI_baseline0_1,86,576,1,4,1,5,1,0,1
AI_0_0,87,428,1,0,1,5,1,0,0
AI_baseline0_1,88,540,1,1,1,5,1,0,1
AI_0_0,89,408,1,0,1,5,1,0,0
AI_baseline0_1,90,406,1,0,1,5,1,0,0
AI_0_0,91,406,1,0,1,5,1,0,0
AI_baseline0_1,92,427,1,0,1,5,1,0,0
AI_0_0,93,543,1,1,1,5,1,0,1
AI_baseline0_1,94,437,1,0,1,5,1,0,0
AI_0_0,95,412,1,0,1,5,1,0,0
AI_baseline0_1,96,429,1,0,1,5,1,0,0
AI_0_0,97,415,1,0,1,5,1,0,0
AI_baseline0_1,98,721,1,2,1,5,1,0,1
AI_0_0,99,440,1,0,1,5,1,0,0
AI_baseline0_1,100,443,1,0,1,5,1,0,0
AI_0_0,101,743,1,2,1,5,1,0,1
AI_baseline0_1,102,747,1,2,1,5,1,0,1
AI_0_0,103,448,1,0,1,5,1,0,0
AI_baseline0_1,104,469,1,0,1,5,1,0,0
AI_0_0,105,451,1,0,1,5,1,0,0
AI_baseline0_1,106,863,1,3,1,5,1,0,1
AI_0_0,107,626,1,1,1,5,1,0,1
AI_baseline0_1,108,441,1,0,1,5,1,0,0
AI_0_0,109,477,1,0,1,5,1,0,0
AI_baseline0_1,110,602,1,1,1,5,1,0,1
AI_0_0,111,860,1,4,1,5,1,0,1
AI_baseline0_1,112,1138,1,4,1,5,1,0,1
AI_0_0,113,841,1,2,1,5,1,0,1
AI_baseline0_1,114,510,1,0,1,5,1,0,0
AI_0_0,115,506,1,0,1,5,1,0,0
AI_baseline0_1,116,496,1,0,1,5,1,0,0
AI_0_0,117,503,1,0,1,5,1,0,0
AI_baseline0_1,118,502,1,0,1,5,1,0,0
AI_0_0,119,667,1,1,1,5,1,0,1
AI_baseline0_1,120,512,1,0,1,5,1,0,0
AI_0_0,121,505,1,0,1,5,1,0,0
AI_baseline0_1,122,523,1,0,1,5,1,0,0
AI_0_0,1,112,0,0,0,1,0,0,0
AI_baseline0_1,2,150,0,0,1,2,0,0,0
AI_0_0,3,105,0,0,1,3,0,0,0
AI_baseline0_1,4,8,0,0,1,3,0,0,0
AI_0_0,5,108,0,0,1,4,0,0,0
AI_baseline0_1,6,6,0,0,1,4,0,0,0
AI_0_0,7,118,0,0,1,5,0,0,0
AI_baseline0_1,8,6,0,0,1,5,0,0,0
AI_0_0,9,108,0,0,1,6,0,0,0
AI_baseline0_1,10,6,0,0,1,6,0,0,0
AI_0_0,11,6,0,0,1,6,0,0,0
AI_baseline0_1,12,116,1,5,1,6,1,0,1
AI_0_0,13,171,1,4,1,6,1,0,1
AI_baseline0_1,14,137,1,0,1,6,1,0,0
AI_0_0,15,130,1,0,1,6,1,0,0
AI_baseline0_1,16,124,1,0,1,6,1,0,0
AI_0_0,17,128,1,0,1,6,1,0,0
AI_baseline0_1,18,127,1,0,1,6,1,0,0
AI_0_0,19,136,1,0,1,6,1,0,0
AI_baseline0_1,20,130,1,0,1,6,1,0,0
AI_0_0,21,217,1,2,1,6,1,0,1
AI_baseline0_1,22,137,1,0,1,6,1,0,0
AI_0_0,23,137,1,0,1,6,1,0,0
AI_baseline0_1,24,145,1,0,1,6,1,0,0
AI_0_0,25,141,1,0,1,6,1,0,0
AI_baseline0_1,26,154,1,0,1,6,1,0,0
AI_0_0,27,143,1,0,1,6,1,0,0
AI_baseline0_1,28,149,1,0,1,6,1,0,0
AI_0_0,29,146,1,0,1,6,1,0,0
AI_baseline0_1,30,155,1,0,1,6,1,0,0
AI_0_0,31,144,1,0,1,6,1,0,0
AI_baseline0_1,32,159,1,0,1,6,1,0,0
AI_0_0,33,148,1,0,1,6,1,0,0
AI_baseline0_1,34,162,1,0,1,6,1,0,0
AI_0_0,35,151,1,0,1,6,1,0,0
AI_baseline0_1,36,208,1,1,1,6,1,0,1
AI_0_0,37,256,1,3,1,6,1,0,1
AI_baseline0_1,38,250,1,7,1,6,1,0,1
AI_0_0,39,218,1,0,1,6,1,0,0
AI_baseline0_1,40,204,1,0,1,6,1,0,0
AI_0_0,41,219,1,0,1,6,1,0,0
AI_baseline0_1,42,212,1,3,1,6,1,0,1
AI_0_0,43,484,1,3,1,6,1,0,1
AI_baseline0_1,44,228,1,0,1,6,1,0,0
AI_0_0,45,267,1,0,1,6,1,0,0
AI_baseline0_1,46,239,1,0,1,6,1,0,0
AI_0_0,47,344,1,1,1,6,1,0,1
AI_baseline0_1,48,258,1,0,1,6,1,0,0
AI_0_0,49,273,1,0,1,6,1,0,0
AI_baseline0_1,50,480,1,3,1,6,1,0,1
AI_0_0,51,292,1,0,1,6,1,0,0
AI_baseline0_1,52,257,1,0,1,6,1,0,0
AI_0_0,53,377,1,1,1,6,1,0,1
AI_baseline0_1,54,418,1,2,1,6,1,0,1
AI_0_0,55,436,1,1,1,6,1,0,1
AI_baseline0_1,56,283,1,0,1,6,1,0,0
AI_0_0,57,310,1,0,1,6,1,0,0
AI_baseline0_1,58,300,1,3,1,6,1,0,1
AI_0_0,59,686,1,4,1,6,1,0,1
AI_baseline0_1,60,557,1,3,1,6,1,0,1
AI_0_0,61,307,1,0,1,6,1,0,0
AI_baseline0_1,62,268,1,0,1,6,1,0,0
AI_0_0,63,522,1,2,1,6,1,0,1
AI_baseline0_1,64,279,1,0,1,6,1,0,0
AI_0_0,65,315,1,0,1,6,1,0,0
AI_baseline0_1,66,291,1,0,1,6,1,0,0
AI_0_0,67,327,1,0,1,6,1,0,0
AI_baseline0_1,68,305,1,0,1,6,1,0,0
AI_0_0,69,647,1,3,1,6,1,0,1
AI_baseline0_1,70,428,1,1,1,6,1,0,1
AI_0_0,71,326,1,0,1,6,1,0,0
AI_baseline0_1,72,320,1,0,1,6,1,0,0
AI_0_0,73,438,1,1,1,6,1,0,1
AI_baseline0_1,74,564,1,2,1,6,1,0,1
AI_0_0,75,336,1,0,1,6,1,0,0
AI_baseline0_1,76,329,1,0,1,6,1,0,0
AI_0_0,77,458,1,1,1,6,1,0,1
AI_baseline0_1,78,342,1,0,1,6,1,0,0
